web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,image
"1777055575-42","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Artisan Villa","Borella, Colombo","Scored 7.3","7.3","Located in Colombo, 2.9 miles from Bambalapitiya Railway Station, Artisan Villa has accommodations with an outdoor swimming pool, free private parking, a garden and a shared lounge.","· 262 reviews","","Opens in new window","Show prices","Good","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/339583510.webp?k=68148a7df69842e2cb9984e444cb65420d9aa18000f4b91d96fc26301300eaa1&o="
"1777055575-43","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","WISH RESIDENCE SeaSide, Near Durdans & Vasan eye care Hospital, Colombo 3","Colombo","Scored 7.1","7.1","Located in Colombo, within a few steps of Bambalapitiya Beach and a 11-minute walk of Bambalapitiya Railway Station, WISH RESIDENCE SeaSide, Near Durdans & Vasan eye care Hospital, Colombo 3 has...","· 231 reviews","","Opens in new window","Show prices","Good","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/258855653.webp?k=609bdde4c791d34d405025851d6314d5a95997567c47079bb54d48494b1fa77c&o="
"1777055575-44","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","City Beds Colombo","Fort, Colombo","Scored 7.0","7.0","Well situated in Colombo, City Beds Colombo provides air-conditioned rooms with free WiFi and free private parking. This 2-star hotel offers a 24-hour front desk.","· 249 reviews","","Opens in new window","Show prices","Good","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/265618329.webp?k=5d511a7114a870bd8c1dee5ef026f1a599620671a06d35b9c0796ec2f008f78a&o="
"1777055575-45","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Victory colombo","Colombo","Scored 7.0","7.0","Located in Colombo, 1.8 miles from Milagiriya Beach, Victory colombo has air-conditioned accommodations and a shared lounge.","· 15 reviews","","Opens in new window","Show prices","Good","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/407837929.webp?k=2863abd484eac8b2a48b34d14478376a3e774211e94d64d5ec6ef443981edd31&o="
"1777055575-46","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Fairfield Villa Colombo","Borella, Colombo","Scored 6.8","6.8","Fairfield Villa Colombo offers accommodations in Colombo, 2.9 miles from R Premadasa Stadium and 3 miles from Bambalapitiya Railway Station.","· 9 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/685280946.webp?k=15de484207a6ba758aac6fc8cc961d4bc249a1937660a4b4aa00ad36f495ad26&o="
"1777055575-47","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Pearl City Hotel","Colombo","Scored 6.7","6.7","In the commercial hub of Colombo, Pearl City Hotel operates a 24-hour front desk and features a business center for guests’ use.","· 67 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/26930709.webp?k=5e6ab0c48644fcf17134edb085f19bd7260a429f937c328b422ea45acaeca30c&o="
"1777055575-48","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Trillium Boutique Express Hotel - Ward Place","Borella, Colombo","Scored 6.4","6.4","Located in Colombo, 2.8 miles from R Premadasa Stadium, Trillium Boutique Express Hotel - Ward Place has accommodations with an outdoor swimming pool, free private parking, a terrace and a restaurant....","· 169 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/758305797.webp?k=305fba0905195c688ffac2963ad814e872e349e95c321a1f7a7255005887c8ca&o="
"1777055575-49","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Ocean Edge Suites & Hotel Colombo","Colombo","Scored 5.8","5.8","Set in Colombo, Ocean Edge Suites & Hotel Colombo overlooks the Indian Ocean. Guests can enjoy the on-site restaurant. Free private parking and WiFi is available on site.","· 69 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/122023900.webp?k=8fc063116ebad165c6d0e55b175c5829c000adc65888660dd4e4489f3679c2b9&o="
"1777055575-50","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Pearl Grand By Rathna","Colombo","Scored 5.5","5.5","Located in Colombo, a 4-minute walk from Bambalapitiya Beach, Pearl Grand By Rathna provides accommodations with an outdoor swimming pool, free private parking, a fitness center and a terrace.","· 411 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/384711090.webp?k=9a9ea8c6450c0e8f4df0597f8a70a712256a7f7c624e1f82fc18caeea3c85899&o="
"1777055575-51","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Beehive Inn Bambalapitiya","Colombo","Scored 4.3","4.3","Located within a 4-minute walk of Milagiriya Beach and half a mile of Bambalapitiya Railway Station, Beehive Inn Bambalapitiya provides rooms with air conditioning and a private bathroom in Colombo.","· 9 reviews","","Opens in new window","Show prices","Review score","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/809946164.webp?k=60b107dc67b9792cb8d50344f2107f4dfac273376edf8c07d2b39af08f0200ae&o="
"1777055575-52","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Sri Suryas Hotels","Colombo","","","Sri Suryas Hotels is located in Colombo, within 4.1 miles of Khan Clock Tower and 4.9 miles of R Premadasa Stadium.","","","Opens in new window","Show prices","","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/823041786.webp?k=da0a3bc886a3ff41add03bf946258a836e64dd4ed44283d5f0ae2844e85328db&o="
"1777055575-53","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Solace More Hotel - Borella 2","Borella, Colombo","","","Solace More Hotel - Borella 2 offers accommodations in Colombo, 3.5 miles from Khan Clock Tower and 18 miles from Leisure World.","","","Opens in new window","Show prices","","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/825507828.webp?k=9d8914f06c66b8b4385d35772108179c9887315a03055687fca6331d266507a2&o="
"1777055575-54","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Barans place","Cinnamon Gardens, Colombo","","","Just a 18-minute walk from National Art Gallery and one mile from Sinhalese Sports Club, Barans place features accommodations in Colombo, with a garden and a shared lounge.","","","Opens in new window","Show prices","","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/822243530.webp?k=f915602444f2bdd72678b05a43964f31558fc19ab29b8087e5e6ebb84264dc88&o="
"1777055575-55","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Trizen Skyline apartment, Colombo","Colombo","Scored 9.0","9.0","Trizen Skyline apartment, Colombo offers accommodations in Colombo, 1.9 miles from Khan Clock Tower and 2.7 miles from R Premadasa Stadium. This condo hotel provides accommodations with a balcony.","· 1 review","Value for money 10","Opens in new window","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/731003260.webp?k=418a4055f135294a90b3dfbaedaf84a6445e778c3b6154e6f4f647713649a078&o="
"1777055575-56","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Park Street Suites - Colombo","Colombo","","","Featuring a shared lounge, restaurant and views of city, Park Street Suites - Colombo is located in Colombo, a 19-minute walk from Kollupitiya Beach.","","","Opens in new window","Show prices","","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/826903542.webp?k=df8bf6c70f755104820a66a6f989b311ee90887d935123176918d5e2cf2328dc&o="
"1777055575-57","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Kohomba Gaha Residencies Colombo 07","Colombo","Scored 9.8","9.8","Just a 15-minute walk from Sinhalese Sports Club and 1.1 miles from The Independence Square, Kohomba Gaha Residencies Colombo 07 features accommodations in Colombo, with barbecue facilities and a...","· 4 reviews","Value for money 10","Opens in new window","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/832993723.webp?k=bb4a9c69e6d89bb395665f04d09b9d757f34c1715e7c20036731a753e64a414c&o="
"1777055575-58","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","The Deane Residence Double Room","Cinnamon Gardens, Colombo","Scored 8.0","8.0","Just a 9-minute walk from National Art Gallery and 0.6 miles from Colombo Town Hall, The Deane Residence Double Room features accommodations in Colombo with a garden.","· 1 review","","Opens in new window","Show prices","Very Good","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/829936123.webp?k=4a7bb76473da304edf040878cae0877b6e2ebdaff009e657ad038e7b967556a4&o="
"1777055575-59","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D5510%3Bpopular_nearby_landmarks%3D900053661%3Bpopular_nearby_landmarks%3D900070379%3Bpopular_nearby_landmarks%3D900069601%3Bpopular_nearby_landmarks%3D900059529%3Bpopular_nearby_landmarks%3D900069602%3Bpopular_nearby_landmarks%3D900069603","","Colombo Green Heaven","Cotta Road Railroad Station","","","Colombo Green Heaven offers accommodations in Cotta Road Railroad Station, 3.1 miles from Bambalapitiya Railway Station and 3.6 miles from R Premadasa Stadium.","","","Opens in new window","Show prices","","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/676088179.webp?k=be833edabe55d098bd2eb621277a814ee93c670b673b52700f26d009e1bfa0a2&o="
