web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,image
"1777056365-1","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Dilithy Paradise","Scored 10","10","Value for money 10","Dilithy Paradise offers accommodations in Trincomalee, 2.3 miles from Trincomalee Railway Station and 2.7 miles from Kanniya Hot Springs.","· 6 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/840952702.webp?k=7dd0c2ea886a8a5f53235e3257989f1e84980cc62108db06ac47643952fe62b8&o="
"1777056365-2","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Trinco Beachfront Villas AJS","Scored 10","10","Value for money 10","Featuring garden views, Trinco Beachfront Villas AJS in Trincomalee offers accommodations, a private beach area, a garden, and a shared lounge.","· 5 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/819490495.webp?k=0f19397ddb0eed325ea0e5b6b09ed9443910c9f389d36b4eeb096c514949ee51&o="
"1777056365-3","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Jungle View Inn","Scored 9.8","9.8","Value for money 9.5","Jungle View Inn is located in Trincomalee, just 1.5 miles from Velgam Vehera and 6.1 miles from Pigeon Island National Park.","· 19 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/500876790.webp?k=d4399b22f94d9cbed915ac3993699b0cbf83908aee457f7df589c61fa289e65d&o="
"1777056365-4","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Nilaveli Royal Paradise","Scored 9.8","9.8","Value for money 10","Located in Trincomalee, a 9-minute walk from Nilaveli Beach, Nilaveli Royal Paradise provides accommodations with a garden, free private parking, a terrace and a restaurant.","· 5 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/794780560.webp?k=afda3ddecf4bc9ed0d178319581105c62dcb9953c14db9f72d3ce60f88f6a8c6&o="
"1777056365-5","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","New! Mangalam house, Private plunge pool near beach","Scored 9.8","9.8","Value for money 9.6","New! Mangalam house, Private plunge pool near beach is a recently renovated vacation home in Trincomalee where guests can make the most of its outdoor swimming pool, open-air bath, and garden.","· 13 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/850178329.webp?k=e9b9044fe0b567e1495c2887ec15df09882ebae23d42efb46cfc26ac5b1e69b5&o="
"1777056365-6","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Pearl Diamond Resort","Scored 9.7","9.7","Value for money 9.7","Located in Trincomalee, within a few steps of Uppuveli beach and 2.7 miles of Kanniya Hot Springs, Pearl Diamond Resort has accommodations with a shared lounge and free WiFi throughout the property as...","· 32 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/850698585.webp?k=1c9f36bf65d4edc60b5b5b72912ea88a770d7713a1455f1d7954010e77ab3b39&o="
"1777056365-7","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Alass Ga For Pets Lovers","Scored 9.7","9.7","Value for money 9.6","Alass Ga For Pets Lovers features a hot tub and free private parking, and is within a 6-minute walk of Uppuveli beach and 2.5 miles of Kanniya Hot Springs.","· 206 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/646819623.webp?k=6c5564813e4000a92cb7f25eb168cbd05d3eaa5706a8abb7b6b453e7170ddce3&o="
"1777056365-8","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Amanta Beach","Scored 9.6","9.6","Value for money 9.1","Offering a year-round outdoor swimming pool and views of the sea, Amanta Beach is set in Nilaveli, 12 mi from Trincomalee. Each air-conditioned room offers a view. Rooms have a private bathroom.","· 155 reviews","Opens in new window","Nilaveli","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/590162880.webp?k=46a877c526a34d057e7f766bc48001f8a51a635ec7996f51808426ecf6ac0d2d&o="
"1777056365-9","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Aathi Resort","Scored 9.6","9.6","Value for money 9.7","Located in Trincomalee, within 1.7 miles of Uppuveli beach and 4 miles of Kanniya Hot Springs, Aathi Resort has accommodations with a garden and free WiFi throughout the property as well as free...","· 42 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/566863727.webp?k=97ea97d39497524a7cc3bdd8f72b2a8fadc7d614103018e923395a38abbf2476&o="
"1777056365-10","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Akshaya Villa Trincomalee","Scored 9.6","9.6","Value for money 9.2","Akshaya Villa Trincomalee is a recently renovated guest house in Trincomalee near Uppuveli beach. This property offers access to a terrace and free private parking. Guests can enjoy city views.","· 13 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/747270464.webp?k=88963617068ea1278849e59a1040a0423813aee321c64c4df6feda699b00a43f&o="
"1777056365-11","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Calm Guest","Scored 9.6","9.6","Value for money 9.9","Providing a garden, Calm Guest offers accommodations in Trincomalee.","· 35 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/509474435.webp?k=a2c26a55d49111e473b2aaa7e85a9a36106ce8dddb217f78e039c75b44f6f674&o="
"1777056365-12","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","J Rest in","Scored 9.6","9.6","Value for money 10","Featuring quiet street views, J Rest in in Trincomalee provides accommodations and a garden.","· 5 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/783386915.webp?k=b983d7b700213cbf4dfa29d6773529dce4859e9b3b4f6874b7f45daca4bf9491&o="
"1777056365-13","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Blu Marine Nilaveli","Scored 9.5","9.5","Value for money 9.6","Located in Trincomalee, a 8-minute walk from Nilaveli Beach, Blu Marine Nilaveli has accommodations with a garden, free private parking, a private beach area and a shared lounge.","· 287 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/626708193.webp?k=f9f45fe1e4e6bac461eec597facd6af67e8ed70624b30d4548a5b3d55a44334e&o="
"1777056365-14","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Nesan’s villa","Scored 9.5","9.5","Value for money 9.7","Nesan’s villa features air-conditioned accommodations in Trincomalee. This guest house offers free private parking and a 24-hour front desk. Guests can access the guest house via private entrance.","· 51 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/728774702.webp?k=3d5c256e9538aa506ae86c50b49418e81fc772ae53246c66a2b8f78f24580eba&o="
"1777056365-15","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Day holiday villa","Scored 9.5","9.5","Value for money 9.4","Day holiday villa offers accommodations in Trincomalee, a 7-minute walk from Uppuveli beach and 2.4 miles from Kanniya Hot Springs.","· 9 reviews","Opens in new window","Trincomalee","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/728313946.webp?k=0e2c3621b2ed36684971ec832afbee02d091ccf6ff99663de638ee4c795b86f4&o="
"1777056365-16","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Nilaveli Bay Villa by Ceylon Spaces","Scored 9.5","9.5","Location 9.3","Nilaveli Bay Villa by Ceylon Spaces offers accommodations in Nilaveli, a few steps from Nilaveli Beach and 4.4 miles from Velgam Vehera.","· 11 reviews","Opens in new window","Nilaveli","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/535522986.webp?k=542556c7ee6c320043f9bb1248d9b14fbae028b07e8dc10029bf001c99bcbb89&o="
"1777056365-17","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Avila Nilaveli Beach","Scored 9.5","9.5","Value for money 9.3","Located in Nilaveli, a 2-minute walk from Nilaveli Beach, Avila Nilaveli Beach provides accommodations with a garden, free private parking, a private beach area and barbecue facilities.","· 46 reviews","Opens in new window","Nilaveli","Show prices","Exceptional","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/723280703.webp?k=6535400a3211dcc7724738de1534edfd922dde72e1cf1845c715ebcd99702d9a&o="
"1777056365-18","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","TJ JANSE guest inn","Scored 9.4","9.4","Value for money 9.7","TJ JANSE guest inn offers accommodations in Trincomalee, 2.4 miles from Kanniya Hot Springs and 3.2 miles from Trincomalee Railway Station.","· 8 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/841830013.webp?k=6425f74d0e00fc9ea4e4876511c1842b41b39fc6e14fc3b760b65653bbce7066&o="
"1777056365-19","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Sampalthivu Beach Villa","Scored 9.4","9.4","Value for money 9.9","A few steps from Sampalthivu Beach in Trincomalee, Sampalthivu Beach Villa provides accommodations with access to an open-air bath.","· 11 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/158028717.webp?k=943ddb60a48739c9e10e16a5d74330e2f09fb200f36a0f75fe9ecfd1c5675a1b&o="
"1777056365-20","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Regina Beach Bungalow","Scored 9.4","9.4","Value for money 8.9","Located in Trincomalee, a few steps from Sampalthivu Beach, Regina Beach Bungalow has accommodations with a garden, free private parking, a terrace and a restaurant.","· 222 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/335953107.webp?k=8a57e39e3e8da20ac5d47d05eab85f555cd2268dca70a4b0fd5ffd217ee08298&o="
"1777056365-21","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Cha Cha Guest","Scored 9.4","9.4","Value for money 9.5","Cha Cha Guest offers accommodations in Trincomalee, 2.3 miles from Kanniya Hot Springs and 2.5 miles from Kali Kovil.","· 18 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/707543004.webp?k=ed8d8efae87a21a838c2ebcbeb28278ea61abdaa00b2e92c7990ddce75718e35&o="
"1777056365-22","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Breeze Guest House","Scored 9.4","9.4","Value for money 9.7","Offering garden views, Breeze Guest House in Trincomalee provides accommodations and a shared lounge. Spa facilities is available for guests.","· 202 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/195914134.webp?k=8bbe32688e29004d3a0ddcd0e7786433dad10e50794221efccd54aa99f5a17ad&o="
"1777056365-23","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","UK Lounge Resort","Scored 9.3","9.3","Value for money 9.6","Located a few steps from Sampalthivu Beach, UK Lounge Resort has accommodations with a garden, a private beach area and room service for your convenience.","· 6 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/825323744.webp?k=13b9c1b30e3cfd3ce302e8014d2eb8485714500c77ce82a307d5a813ad682012&o="
"1777056365-24","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Blue Wings Beach Hotel","Scored 9.3","9.3","Value for money 9.6","Blue Wings Beach Hotel in Trincomalee provides accommodations with a private beach area and a garden. This beachfront property offers access to free Wifi and free private parking.","· 512 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/121808658.webp?k=031201dff10c7e09218336620213eb6039ce75c632e7adc53aa55860f53d645f&o="
"1777056365-25","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D216%3Bht_id%3D220%3Bht_id%3D221%3Btop_destinations%3D6012%3Buf%3D-2237624%3Buf%3D-2230854","","Clara's Beach Inn","Scored 9.3","9.3","Value for money 9.1","Located in Trincomalee, within a few steps of Sandy Cove Beach and a 16-minute walk of St.","· 52 reviews","Opens in new window","Trincomalee","Show prices","Wonderful","Show on map","https://cf.bstatic.com/xdata/images/hotel/square600/668618094.webp?k=647e86b20b1bb70bfaabaec0a533d5a99f1f3c27b0c93f825ffc8b0e2b847eeb&o="
