web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,image
"1777054999-1","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Peaceful Nature Homestay","Value for money 9.5","Peaceful Nature Homestay offers air-conditioned rooms in Udawalawe. Both free Wifi and parking on-site are available at the guest house free of charge.","· 5 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/668725508.webp?k=6c08f44aa447cde6b9a0720dc2ba4fa17b665ef0502ef42277c1a1d5377faa96&o="
"1777054999-2","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Cassia Udawalawe","Value for money 10","Located in Udawalawe, 7.5 miles from Udawalawe National Park, Cassia Udawalawe has accommodations with free bikes, free private parking, a garden and a shared lounge.","· 8 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/131439453.webp?k=0e7874dec580eff96a5db638fa7a373c0dbc02547598c81d6df09a53e1c14d76&o="
"1777054999-3","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Brilliant Stay Udawalawe","Value for money 10","Brilliant Stay Udawalawe is offering accommodations in Udawalawe. Featuring a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.","· 26 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/846306481.webp?k=ffb96c0cb8063f08eb289804aae5fd35a50e49e2df1347da1fb9f13b8c85fd5a&o="
"1777054999-4","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Amba Kola Udawalawa","Value for money 10","Located in Udawalawe, 5.1 miles from Udawalawe National Park, Amba Kola Udawalawa has accommodations with an outdoor swimming pool, free private parking, a garden and a terrace.","· 292 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/748448440.webp?k=71ccd44a3e817b7c15b8f41eddf8779ba03ad5ac572546ceccd9fc940ba13b0b&o="
"1777054999-5","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","hornbill river cottage udawalwa","Value for money 10","Located in Udawalawe, 11 miles from Udawalawe National Park, hornbill river cottage udawalwa provides accommodations with free bikes, free private parking and a restaurant.","· 9 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/221215039.webp?k=efe92464edbf0ab19ff0142d2069792a79429ef2b7094b9b012517f4f39148f1&o="
"1777054999-6","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Vibe paradise cottage","Value for money 10","Vibe paradise cottage is located in Udawalawe and features a restaurant. Featuring a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.","· 17 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/846453210.webp?k=0cdf9f769fd61aec7644e93af5b634fc6e225cd9ff9fc17084eca21736e70fb5&o="
"1777054999-7","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Cottage Paramount","Value for money 10","Cottage Paramount in Udawalawe provides accommodations with a garden and a terrace.","· 61 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/846354565.webp?k=a2c666c8ea51356005d7b6a81dcda0c3a3b23a655b74c21ecd5859c903bd9c44&o="
"1777054999-8","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Elephant lodge","Value for money 10","Located 29 miles from Tangalle Lagoon, Elephant lodge offers a garden, a terrace and air-conditioned accommodations with a balcony and free WiFi.","· 17 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/817946752.webp?k=2805610d51218f17592270d6021b11bb7092d787953af16c105c1d2d52768318&o="
"1777054999-9","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","The Ivory","Value for money 10","Providing garden views, The Ivory in Udawalawe features accommodations and a garden. This guest house provides free private parking, a 24-hour front desk, and free Wifi.","· 15 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/739944103.webp?k=cf551685df50080845056ef3503b35323a86b713c4fbe98f2a73c1c5ecf1ae70&o="
"1777054999-10","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Elephant Cabana Udawalawe","Value for money 9.9","Located in Udawalawe, Elephant Cabana Udawalawe provides accommodations with a garden, free WiFi, room service, and a 24-hour front desk. There's an on-site restaurant and free private parking.","· 21 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/813352094.webp?k=8810bf6319a642ec01463346e95c623f938e7c266a7a193c047b190e09dbbb45&o="
"1777054999-11","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Italiyano Safari Cottage","Value for money 10","Featuring a garden, Italiyano Safari Cottage is set in Udawalawe and also provides a terrace and a bar.","· 67 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/821478492.webp?k=978acc24c6cdd19ebf8f3f6135ba85b335962b36de28623be351e99465fcbce9&o="
"1777054999-12","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Dhanaya Safari Home","Value for money 10","Located in Udawalawe, 6.5 mi from Udawalawe National Park, Dhanaya Safari Home provides accommodations with a garden, free private parking, a shared lounge and a terrace.","· 11 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/635755776.webp?k=9bfc08196b4ba585c58352c5336d2a9c94930be3d1ba7b67f2bbec3af85dc625&o="
"1777054999-13","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Dew Safari Cottage","Value for money 10","Providing a garden, Dew Safari Cottage features accommodations in Udawalawe. This property offers access to a terrace, free private parking, and free Wifi.","· 112 reviews","Opens in new window","Udawalawe","Scored 10","Show prices","10","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/247019627.webp?k=2a8546f00a22a68ed043c7cbb988e625f1fb58d0f81d4d62b8b13f71ee528c19&o="
"1777054999-14","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Rustic Cottages Udawalawe","Value for money 9.9","Featuring a garden, Rustic Cottages Udawalawe offers accommodations in Udawalawe. With garden views, this accommodation provides a terrace.","· 320 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/592801711.webp?k=4c4ba5738f9349e304a26dfe610b6b13d37b18638d1271d6ed48b62968920ab9&o="
"1777054999-15","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","River Inn Safari Cottage","Value for money 10","Featuring a terrace, River Inn Safari Cottage is located in Udawalawe. Featuring a garden, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.","· 51 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/833287153.webp?k=6138d26dd333148e96d429a6b352e985dabc7ed775b8bb63dfe75571170abdc3&o="
"1777054999-16","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Chika's Place River View Udawalawa","Value for money 9.9","Located in Udawalawe, 11 miles from Udawalawe National Park, Chika's Place River View Udawalawa has accommodations with a garden, free private parking and a terrace.","· 30 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/787134481.webp?k=54b0daf4a6e3547199715b3c4ce2c3379e21052597dd223b5997e355fd2606c8&o="
"1777054999-17","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","The Glenrock Wellness Nature Resort","Value for money 9.4","The Glenrock is located in Belihul Oya, on the southern slopes of the beautiful hill country of Sri Lanka. All rooms come with a flat-screen TV, and a seating area for your convenience.","· 91 reviews","Opens in new window","Belihuloya","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/605394553.webp?k=f10ce1af801009bd98fc740d3509ecc33fb3082eb0a07d2d0dc571d4d8f7ad53&o="
"1777054999-18","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Royal Elephant Resort Udawalawe","Value for money 10","Featuring a garden, Royal Elephant Resort Udawalawe provides accommodations in Udawalawe. This guest house features air-conditioned accommodations with a terrace and free Wifi.","· 9 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/789385080.webp?k=6fcb5e2642f08efddb7178b093151b3a92b979d3dd8b7c9f47c84b58f10cd16a&o="
"1777054999-19","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Batu's Safari lodge Udawalawe","Value for money 9.7","Batu's Safari lodge Udawalawe features air-conditioned rooms in Udawalawe. This guest house provides free private parking and a 24-hour front desk.","· 13 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/609148631.webp?k=853277112fdfeb3a216510e760a0976c68780b15cc1ede689e0f41a760976f0d&o="
"1777054999-20","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","Nature's Cottages - Belihuloya","Value for money 9.7","Featuring a garden, Nature's Cottages - Belihuloya is located in Belihuloya in the Ratnapura District region, 27 miles from Horton Plains National Park and 19 miles from Haputale Railway Station.","· 8 reviews","Opens in new window","Belihuloya","Scored 9.9","Show prices","9.9","Exceptional","Show on map","New to Booking.com","https://cf.bstatic.com/xdata/images/hotel/square600/820486857.webp?k=f8a33f77089efd2814a716bf25d2ef512a3316a9bc960fbd7430ad556da835f4&o="
"1777054999-21","https://www.booking.com/searchresults.html?label=bristol-XLwodozx2dVe8Ts0XeYuawS752260715469%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-869815001187%3Alp1009919%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXdX6HrtnYy-Ml68sH-ljtU&aid=311984&dest_id=198&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&broad_search_not_eligible=1&order=score&nflt=ht_id%3D204%3Bht_id%3D213%3Bht_id%3D201%3Bht_id%3D216%3Bht_id%3D222%3Bht_id%3D221%3Bht_id%3D206%3Btop_destinations%3D6023%3Buf%3D-2237982%3Buf%3D-2235153%3Buf%3D-2213814%3Buf%3D-2216852%3Buf%3D-2213367%3Buf%3D-2234806%3Buf%3D-2221617","","AMA HomeStay","Value for money 10","AMA HomeStay offers accommodations in Udawalawe, 8.8 miles from Udawalawe National Park. Both free Wifi and private parking are accessible at the guest house free of charge.","· 11 reviews","Opens in new window","Udawalawe","Scored 9.9","Show prices","9.9","Exceptional","Show on map","","https://cf.bstatic.com/xdata/images/hotel/square600/623605944.webp?k=bc7dd2d0ca2a46f73be8458c8d7fd2cf54b8f84355ca3febedef1f8b50dc802e&o="
